Region.I,Month,Year,Temperature,Humidity,Population Density,Dengue_Cases
Region.VIII,Jul,2011,23.84,12.4269732753,264.066920606,7.268866
Region.VIII,Aug,2011,23.45,14.6022374145,264.0820325935,0.63966
Region.VIII,Sep,2011,22.37,15.6836544438,264.083362448,4.724763
Region.VIII,Oct,2011,19.54,23.421379739,264.0931852401,1.788141
Region.VIII,Nov,2011,15.8,25,264.0969027889,0.785038
Region.VIII,Dec,2011,14.03,24.9813548788,264.0985348846,16.543939
Region.VIII,Jan,2012,12.75,24.8508390305,264.1329297681,0.61487
Region.VIII,Feb,2012,15.28,24.7016780609,264.1342080841,1.687317
Region.VIII,Mar,2012,18.03,24.5898073337,264.1377160197,5.305041
Region.VIII,Apr,2012,21.51,24.6457426973,264.148745211,6.734971
Region.VIII,May,2012,23.79,21.7992541952,264.1627472297,0.872257
Region.VIII,Jun,2012,23.96,7.6289620883,264.1645606538,6.74927
Region.VIII,Jul,2012,23.44,2.3088875078,264.1785924001,2.359385
Region.VIII,Aug,2012,23.2,4.5649471722,264.1834975665,0.672067
Region.VIII,Sep,2012,22.51,8.9341205718,264.1848947952,29.985633
Region.VIII,Oct,2012,18.8,20.4133001865,264.2472349885,0.443278
Region.VIII,Nov,2012,15.26,23.6513362337,264.2481565644,1.658719
Region.VIII,Dec,2012,13.46,25,264.2516050446,7.807418
Region.VIII,Jan,2013,13.37,25,264.2678366829,9.296895
Region.VIII,Feb,2013,14.67,22.6382846489,264.2871649469,2.503551
Region.VIII,Mar,2013,18.46,23.875077688,264.2923698347,12.152068
Region.VIII,Apr,2013,19.9,24.9129894344,264.3176340093,0.829829
Region.VIII,May,2013,22.51,18.405842138,264.3193592255,0.956413
Region.VIII,Jun,2013,23.68,1.3890615289,264.3213476101,36.217101
Region.VIII,Jul,2013,23.4,8.9154754506,264.3966430384,1.589333
Region.VIII,Aug,2013,23.46,2.4394033561,264.399947265,3.375574
Region.VIII,Sep,2013,22.4,8.2007458048,264.4069650904,6.160423
Region.VIII,Oct,2013,19.86,21.2088253574,264.4197726226,8.171703
Region.VIII,Nov,2013,15.43,24.968924798,264.4367616101,2.306643
Region.VIII,Dec,2013,13.1,22.9614667495,264.4415571257,12.644339
Region.VIII,Jan,2014,12.86,24.4903666874,264.4678447328,0.968597
Region.VIII,Feb,2014,13.66,21.4512119329,264.469858448,1.90952
Region.VIII,Mar,2014,18.04,23.6016159105,264.473828344,27.148397
Region.VIII,Apr,2014,21.4,24.6022374145,264.5302699178,0.982434
Region.VIII,May,2014,23.79,20.4940957116,264.5323124001,3.68067
Region.VIII,Jun,2014,23.62,15.7333747669,264.5399645207,1.923357
Region.VIII,Jul,2014,23.41,5.031075202,264.5439631839,4.068108
Region.VIII,Aug,2014,23,0.7924176507,264.5524207889,2.130914
Region.VIII,Sep,2014,22.25,13.4959602237,264.5568509636,7.984009
Region.VIII,Oct,2014,19.84,20.3200745805,264.5734497349,0.193719
Region.VIII,Nov,2014,15.9,22.719080174,264.5738524771,2.698235
Region.VIII,Dec,2014,13.64,24.9813548788,264.5794621132,9.796669
Region.VIII,Jan,2015,13.42,24.8321939093,264.5998294085,0.599171
Region.VIII,Feb,2015,13.78,23.7756370416,264.6010750862,4.030788
Region.VIII,Mar,2015,16.87,24.5090118086,264.6094551028,2.042629
Region.VIII,Apr,2015,20.47,24.6395276569,264.6137017328,2.560095
Region.VIII,May,2015,22.94,18.5798632691,264.6190241756,4.275903
Region.VIII,Jun,2015,23.76,10.8421379739,264.6279137868,5.024867
Region.VIII,Jul,2015,23.82,4.5711622126,264.6383604958,3.25
Region.VIII,Aug,2015,23.33,9.5059042884,264.6383604958,2.137952
Region.VIII,Sep,2015,22,8.0888750777,264.6428053024,5.596803
Region.VIII,Oct,2015,19.59,17.7594779366,264.6544410675,0.531084
Region.VIII,Nov,2015,16.9,25,264.6555451922,3.772055
Region.VIII,Dec,2015,14.68,24.9875699192,264.6633873024,0.544701
Region.VIII,Jan,2016,14.25,22.5015537601,264.6645197369,2.547166
Region.VIII,Feb,2016,14.9,24.5214418894,264.6698153004,5.737827
Region.VIII,Mar,2016,18.25,24.7638284649,264.6817442546,4.12909
Region.VIII,Apr,2016,21.95,24.2790553139,264.6903286413,9.6
Region.VIII,May,2016,23.33,22.3710379117,264.6903286413,2.681228
Region.VIII,Jun,2016,24.29,12.8806712244,264.6959029199,2.372886
Region.VIII,Jul,2016,24.2,0.9664387819,264.7008361548,0.160874
Region.VIII,Aug,2016,23.31,10.6991920447,264.7011706122,1.474675
Region.VIII,Sep,2016,22.77,9.7855811063,264.7042364646,1.997515
Region.VIII,Oct,2016,20.31,21.3579863269,264.7083893024,0.656901
Region.VIII,Nov,2016,16.83,25,264.709755001,2.091357
Region.VIII,Dec,2016,14.65,24.9564947172,264.7141029365,2.667821
Region.IX,Jan,2008,22.95,23.2846488502,230.5556193209,3.925287
Region.IX,Feb,2008,23.68,24.6457426973,230.5618598408,2.243021
Region.IX,Mar,2008,28.9,25,230.5654258519,5.067566
Region.IX,Apr,2008,32.33,24.7265382225,230.5734823956,2.222252
Region.IX,May,2008,33.99,24.8197638285,230.5770153877,6.189076
Region.IX,Jun,2008,31.1,16.9080174021,230.5868549362,12.461227
Region.IX,Jul,2008,30.69,2.1472964574,230.6066661079,8.286716
Region.IX,Aug,2008,30.24,2.2280919826,230.6198405371,9.948213
Region.IX,Sep,2008,30.33,6.4108141703,230.635656456,12.668915
Region.IX,Oct,2008,29.35,24.8073337477,230.6557978153,4.984491
Region.IX,Nov,2008,26.45,24.9627097576,230.6637222843,1.536885
Region.IX,Dec,2008,24.34,24.0366687383,230.6661656627,4.589885
Region.IX,Jan,2009,28.7,24.2852703543,230.6734627772,2.391232
Region.IX,Feb,2009,23.61,24.546302051,230.6772644179,4.864216
Region.IX,Mar,2009,24.89,24.937849596,230.6849976707,12.916741
Region.IX,Apr,2009,27.34,24.9875699192,230.70553303,6.110927
Region.IX,May,2009,31.03,24.8632691112,230.7152483352,9.176609
Region.IX,Jun,2009,33.97,22.3834679925,230.7298375387,9.197047
Region.IX,Jul,2009,32.51,6.1311373524,230.7444592351,5.804358
Region.IX,Aug,2009,30.73,10.0901180858,230.7536871492,2.186853
Region.IX,Sep,2009,30.47,8.4493474208,230.757163863,5.272973
Region.IX,Oct,2009,30.54,23.1852082039,230.765546968,2.6978
Region.IX,Nov,2009,29.36,24.3101305158,230.7698359982,6.151802
Region.IX,Dec,2009,26.94,24.484151647,230.7796162875,14.837902
Region.IX,Jan,2010,24.85,24.2977004351,230.8032059568,4.946947
Region.IX,Feb,2010,23.79,24.8446239901,230.8110707374,8.345459
Region.IX,Mar,2010,25.12,22.2280919826,230.8243385578,8.606883
Region.IX,Apr,2010,27.31,24.1298943443,230.8380219966,5.127933
Region.IX,May,2010,31.38,23.8191423244,230.8461745133,2.091392
Region.IX,Jun,2010,33.29,23.8377874456,230.8494994608,3.981689
Region.IX,Jul,2010,32.48,2.2840273462,230.85582965,2.091392
Region.IX,Aug,2010,30.92,8.8533250466,230.8591545975,7.038339
Region.IX,Sep,2010,29.96,11.0037290242,230.8703443257,12.447806
Region.IX,Oct,2010,30.51,23.3343691734,230.8901341603,6.656258
Region.IX,Nov,2010,29.97,24.968924798,230.9007164465,5.650781
Region.IX,Dec,2010,27.47,24.906774394,230.9097002001,6.515491
Region.IX,Jan,2011,24.4,23.452454941,230.9200586913,5.677467
Region.IX,Feb,2011,23.18,19.7607209447,230.929084871,2.927753
Region.IX,Mar,2011,25.79,24.9564947172,230.9337394862,5.934635
Region.IX,Apr,2011,29.83,24.2106898695,230.943174518,2.176033
Region.IX,May,2011,32.8,24.2728402735,230.94663403,11.69123
Region.IX,Jun,2011,33.84,17.641392169,230.9652210411,14.440945
Region.IX,Jul,2011,32.79,6.9266625233,230.9881796182,11.354934
Region.IX,Aug,2011,31.29,18.0329397141,231.0062319775,9.020645
Region.IX,Sep,2011,31.12,20.9477936607,231.0205732255,8.644785
Region.IX,Oct,2011,30.3,20.7364822871,231.0343169219,4.272937
Region.IX,Nov,2011,30.52,24.9813548788,231.0411101444,4.174026
Region.IX,Dec,2011,27.35,24.0615288999,231.0477461158,15.33114
Region.IX,Jan,2012,24.98,22.3648228713,231.0721199473,1.965225
Region.IX,Feb,2012,22.99,24.9129894344,231.0752443114,13.386878
Region.IX,Mar,2012,25.07,24.1920447483,231.0965271063,15.682884
Region.IX,Apr,2012,29.59,24.8943443132,231.1214601492,17.628651
Region.IX,May,2012,31.98,24.5898073337,231.1494866214,16.402817
Region.IX,Jun,2012,33.82,14.8259788689,231.1755642319,13.503624
Region.IX,Jul,2012,33.31,7.1814791796,231.1970326325,4.202857
Region.IX,Aug,2012,30.71,2.9614667495,231.2037144401,4.027738
Region.IX,Sep,2012,29.96,21.9857054071,231.2101178392,19.068518
Region.IX,Oct,2012,29.99,21.687383468,231.2404334481,3.015939
Region.IX,Nov,2012,30.03,25,231.2452282637,11.460569
Region.IX,Dec,2012,27.78,22.327532629,231.2634485641,12.161045
Region.IX,Jan,2013,23.88,24.0801740211,231.282782499,20.516691
Region.IX,Feb,2013,22.97,23.8502175264,231.3154004497,21.511904
Region.IX,Mar,2013,25.12,24.8197638285,231.349600615,17.818134
Region.IX,Apr,2013,29.06,22.7004350528,231.377928332,2.698557
Region.IX,May,2013,30.75,22.0913610938,231.3822185657,2.985638
Region.IX,Jun,2013,32.68,17.0447482909,231.386965208,18.047799
Region.IX,Jul,2013,32.17,11.0969546302,231.4156580522,4.612428
Region.IX,Aug,2013,30.84,9.6302050963,231.4229910061,9.875572
Region.IX,Sep,2013,30.15,15.1740211311,231.4386914385,7.598066
Region.IX,Oct,2013,30.2,18.7538844002,231.4507710347,17.741579
Region.IX,Nov,2013,29.43,25,231.4789770427,15.540628
Region.IX,Dec,2013,27.69,25,231.5036839234,21.205685
Region.IX,Jan,2014,24.88,23.4773151025,231.5373972541,1.995847
Region.IX,Feb,2014,23.17,24.2852703543,231.5405703018,1.788731
Region.IX,Mar,2014,24.07,25,231.5434140713,11.108958
Region.IX,Apr,2014,27.94,24.8943443132,231.5610753718,4.029351
Region.IX,May,2014,30.93,22.6755748912,231.5674813352,7.249066
Region.IX,Jun,2014,34.23,7.2436295836,231.5790060824,4.142323
Region.IX,Jul,2014,33.05,1.5817277812,231.5855916516,11.429047
Region.IX,Aug,2014,30.9,1.4512119329,231.6037618376,13.048319
Region.IX,Sep,2014,30.67,11.0658794282,231.6245063829,13.443722
Region.IX,Oct,2014,30.33,22.9428216283,231.6458795498,1.186211
Region.IX,Nov,2014,29.82,24.9813548788,231.6477654179,2.221792
Region.IX,Dec,2014,27,25,231.6512976786,4.895473
Region.IX,Jan,2015,24.69,21.5071472965,231.6590806246,2.353304
Region.IX,Feb,2015,22.38,21.532007458,231.6628219664,9.227916
Region.IX,Mar,2015,25.33,24.5090118086,231.677492739,3.650401
Region.IX,Apr,2015,29.11,24.7078931013,231.6832962382,11.840639
Region.IX,May,2015,30.89,24.6954630205,231.7021207835,11.155031
Region.IX,Jun,2015,33.61,18.8098197638,231.719855332,11.062381
Region.IX,Jul,2015,33.63,7.734617775,231.7374425832,1.408276
Region.IX,Aug,2015,31.08,5.5842137974,231.7396814958,2.538603
Region.IX,Sep,2015,30.66,12.3834679925,231.7437174306,2.038295
Region.IX,Oct,2015,30.55,24.9875699192,231.7469579632,2.316244
Region.IX,Nov,2015,29.42,25,231.7506403861,11.080911
Region.IX,Dec,2015,27.08,24.6146674953,231.7682570967,3.76158
Region.IX,Jan,2016,23.96,23.8067122436,231.7742373511,8.975216
Region.IX,Feb,2016,22.61,22.4145431945,231.788506375,9.175882
Region.IX,Mar,2016,25.37,21.0410192666,231.8030944226,10.288663
Region.IX,Apr,2016,29.04,24.2293349907,231.8194515975,1.824231
Region.IX,May,2016,32.28,24.6084524549,231.8223518058,3.009981
Region.IX,Jun,2016,34.02,18.4182722188,231.8271371492,0.693208
Region.IX,Jul,2016,33.3,7.6973275326,231.8282392287,1.076296
Region.IX,Aug,2016,31.1,6.062771908,231.8299503511,8.13607
Region.IX,Sep,2016,30.61,13.90615289,231.8428852796,3.721431
Region.IX,Oct,2016,29.7,22.0478558111,231.848801704,4.797727
Region.IX,Nov,2016,29.23,25,231.8564292509,5.928751
Region.IX,Dec,2016,27.71,24.8011187073,231.8658549282,7.771224
Region.X,Jan,2008,18.36,24.1671845867,201.9441199377,4.66066
Region.X,Feb,2008,19.05,24.9751398384,201.9504181269,2.458154
Region.X,Mar,2008,22.45,24.9254195152,201.9537399566,10.068598
Region.X,Apr,2008,25.72,25,201.9673461701,5.624256
Region.X,May,2008,28.34,24.4903666874,201.9749465161,3.323424
Region.X,Jun,2008,28.21,22.9676817899,201.9794376296,12.546417
Region.X,Jul,2008,27.03,15.9633312617,201.9963922472,7.433457
Region.X,Aug,2008,26.63,7.6538222498,202.0064374593,17.502056
Region.X,Sep,2008,25.6,15.6525792418,202.0300888863,29.281529
Region.X,Oct,2008,24.07,13.9807333748,202.0696585201,2.851458
Region.X,Nov,2008,21.03,25,202.0735118418,2.359828
Region.X,Dec,2008,18.33,24.9751398384,202.0767007985,8.49538
Region.X,Jan,2009,19.09,22.9925419515,202.0881810418,3.367244
Region.X,Feb,2009,19.36,23.3467992542,202.0927313715,3.347892
Region.X,Mar,2009,23.13,24.0801740211,202.0972555499,10.353307
Region.X,Apr,2009,25.19,24.7762585457,202.1112465053,6.192632
Region.X,May,2009,28.07,24.5587321318,202.1196149269,14.68815
Region.X,Jun,2009,27.74,23.8253573648,202.1394637782,23.648115
Region.X,Jul,2009,27.2,16.3113735239,202.1714206904,1.56751
Region.X,Aug,2009,27.09,19.0957116221,202.1735389472,3.13502
Region.X,Sep,2009,26.72,19.2697327533,202.1777754607,7.431159
Region.X,Oct,2009,25.73,24.9875699192,202.1878175674,2.573813
Region.X,Nov,2009,22.34,25,202.1912956931,5.225033
Region.X,Dec,2009,19.3,24.8197638285,202.1983565485,7.121527
Region.X,Jan,2010,18.67,24.1423244251,202.2079802336,9.387252
Region.X,Feb,2010,21.05,20.9726538222,202.2206657093,11.158073
Region.X,Mar,2010,22.73,23.90615289,202.2357441863,19.40286
Region.X,Apr,2010,26.96,23.3095090118,202.2619642674,1.142465
Region.X,May,2010,28.41,24.4033561218,202.2635081391,1.447122
Region.X,Jun,2010,28.36,24.0180236172,202.2654637093,4.893558
Region.X,Jul,2010,27.37,14.0304536979,202.2720766255,1.827944
Region.X,Aug,2010,26.79,8.5985083903,202.2745468201,5.388626
Region.X,Sep,2010,26.48,24.968924798,202.2818287472,5.331502
Region.X,Oct,2010,24.72,25,202.2890334796,7.464103
Region.X,Nov,2010,21.41,25,202.2991201053,8.016295
Region.X,Dec,2010,19.18,25,202.3099529363,15.175741
Region.X,Jan,2011,18.11,23.9620882536,202.3304606945,1.217518
Region.X,Feb,2011,20.86,24.6208825357,202.3321059891,1.367367
Region.X,Mar,2011,24.9,24.9937849596,202.3339537823,8.241664
Region.X,Apr,2011,26.8,20.7116221255,202.3450911661,2.65981
Region.X,May,2011,28.99,24.8259788689,202.3486855039,7.623539
Region.X,Jun,2011,28.79,14.8508390305,202.3589875836,7.848311
Region.X,Jul,2011,27.35,3.2100683654,202.3695934093,10.021114
Region.X,Aug,2011,26.91,15.3604723431,202.3831354553,7.82958
Region.X,Sep,2011,26.24,18.3623368552,202.3937159688,13.467627
Region.X,Oct,2011,24.67,24.9316345556,202.4119154647,1.741988
Region.X,Nov,2011,21.49,25,202.4142695026,2.472499
Region.X,Dec,2011,19.85,23.0484773151,202.4176107174,17.363687
Region.X,Jan,2012,17.77,21.0348042262,202.4410751593,2.892544
Region.X,Feb,2012,20.45,24.968924798,202.4449840026,10.925341
Region.X,Mar,2012,23.66,23.0360472343,202.4597479769,7.590625
Region.X,Apr,2012,26.99,24.9502796768,202.4700055782,20.671557
Region.X,May,2012,28.84,24.9813548788,202.4979401147,12.233435
Region.X,Jun,2012,28.28,21.3455562461,202.5144717836,21.50063
Region.X,Jul,2012,27.03,21.4325668117,202.5435266891,1.805537
Region.X,Aug,2012,26.86,16.5724052206,202.5459666039,5.324492
Region.X,Sep,2012,26.19,3.4835301429,202.5531618634,28.041095
Region.X,Oct,2012,23.52,23.9310130516,202.591055235,2.855696
Region.X,Nov,2012,20.99,22.5823492853,202.5949142836,16.673582
Region.X,Dec,2012,18.94,24.9627097576,202.6174461512,9.746215
Region.X,Jan,2013,18.42,24.3971410814,202.630616712,27.110255
Region.X,Feb,2013,20.5,23.4089496582,202.6672521918,19.4266
Region.X,Mar,2013,23.93,24.2728402735,202.6935043539,42.586297
Region.X,Apr,2013,25.5,23.9558732132,202.7510534039,1.630965
Region.X,May,2013,27.31,21.9857054071,202.7532574107,6.831929
Region.X,Jun,2013,28.01,18.6730888751,202.7624897472,22.181118
Region.X,Jul,2013,27.07,6.4729645743,202.7924642309,4.711675
Region.X,Aug,2013,26.63,10.3635798633,202.7988313593,28.233809
Region.X,Sep,2013,26.19,7.0447482909,202.8369851553,6.922538
Region.X,Oct,2013,24.22,20.0217526414,202.8463399363,29.33924
Region.X,Nov,2013,21.14,25,202.885987558,18.611118
Region.X,Dec,2013,18.69,24.7824735861,202.9111377174,58.098582
Region.X,Jan,2014,18.01,24.5525170914,202.9896493147,1.247983
Region.X,Feb,2014,19.66,24.9564947172,202.9913357782,4.902792
Region.X,Mar,2014,23.44,24.3225605966,202.9979611728,14.940144
Region.X,Apr,2014,26.72,24.6954630205,203.0181505566,4.849307
Region.X,May,2014,28.72,24.6581727781,203.0247036742,16.241612
Region.X,Jun,2014,27.54,19.8042262275,203.0466517985,12.283722
Region.X,Jul,2014,26.58,20.46923555,203.0632514228,28.650133
Region.X,Aug,2014,26.23,14.9937849596,203.1019678188,19.111974
Region.X,Sep,2014,26.26,23.7383467993,203.1277948107,41.967899
Region.X,Oct,2014,24.05,24.9875699192,203.1845081877,1.158842
Region.X,Nov,2014,21.23,24.7451833437,203.1860741904,2.192885
Region.X,Dec,2014,18.97,24.9627097576,203.1890375485,8.646742
Region.X,Jan,2015,18.2,20.7364822871,203.200722335,2.351086
Region.X,Feb,2015,19.27,24.7265382225,203.2038994782,7.649803
Region.X,Mar,2015,22.31,24.7949036669,203.2142370499,7.491894
Region.X,Apr,2015,25.68,24.6395276569,203.2243612309,27.581401
Region.X,May,2015,27.76,24.1174642635,203.2616333945,19.528053
Region.X,Jun,2015,28.13,23.7880671224,203.2880226553,26.686584
Region.X,Jul,2015,27.43,5.6463642014,203.3240856066,0.929907
Region.X,Aug,2015,26.75,1.2834058421,203.3253422377,6.175988
Region.X,Sep,2015,26.28,16.9453076445,203.3336881674,5.01799
Region.X,Oct,2015,24.35,24.2479801119,203.340469235,2.000178
Region.X,Nov,2015,21.85,24.7700435053,203.3431721782,9.228891
Region.X,Dec,2015,19.6,24.0863890615,203.3556436526,5.403989
Region.X,Jan,2016,19.5,21.8924798011,203.3629463404,25.356848
Region.X,Feb,2016,20.51,24.9564947172,203.3972123512,20.4513
Region.X,Mar,2016,23.93,24.9316345556,203.4248492431,19.743105
Region.X,Apr,2016,27.23,24.7886886265,203.4515291147,0.276369
Region.X,May,2016,28.2,24.968924798,203.4519025863,2.331863
Region.X,Jun,2016,29.01,16.187072716,203.4550537526,1.848217
Region.X,Jul,2016,27.6,14.7762585457,203.4575513431,1.330025
Region.X,Aug,2016,26.74,1.0969546302,203.4593486742,5.510105
Region.X,Sep,2016,26.37,10.5376009944,203.466794762,6.460124
Region.X,Oct,2016,24.74,24.2169049099,203.4755246593,12.954793
Region.X,Nov,2016,21.98,25,203.4930311363,18.948544
Region.X,Dec,2016,19.65,24.9813548788,203.5186372769,15.442113
Region.XI,Jan,2008,12.41,24.2914853947,176.5752196521,3.95752
Region.XI,Feb,2008,12.99,19.2945929149,176.5819046521,5.597063
Region.XI,Mar,2008,17.46,20.6308266004,176.5913591504,9.40382
Region.XI,Apr,2008,20.18,23.4835301429,176.6072439815,4.975168
Region.XI,May,2008,22.66,18.890615289,176.6156479815,8.913842
Region.XI,Jun,2008,23.67,7.0323182101,176.630705147,13.775937
Region.XI,Jul,2008,23.32,8.7290242387,176.6539753109,10.21417
Region.XI,Aug,2008,22.99,13.2722187694,176.6712289764,8.065802
Region.XI,Sep,2008,21.64,21.9235550031,176.684853642,15.3401
Region.XI,Oct,2008,19.08,24.2479801119,176.710765973,3.655994
Region.XI,Nov,2008,16.23,24.546302051,176.7169416386,4.183664
Region.XI,Dec,2008,14.27,22.9552517091,176.7240086386,8.574626
Region.XI,Jan,2009,12.96,24.9440646364,176.7384928041,3.801753
Region.XI,Feb,2009,15.29,17.5481665631,176.7449146842,8.77185
Region.XI,Mar,2009,17.42,17.8091982598,176.7597319984,25.610835
Region.XI,Apr,2009,21.79,21.8800497203,176.802993544,7.677687
Region.XI,May,2009,23.41,19.8850217526,176.8159626099,6.806066
Region.XI,Jun,2009,24.2,16.218147918,176.827459343,13.389589
Region.XI,Jul,2009,23.75,10.0093225606,176.850076892,3.041403
Region.XI,Aug,2009,23.08,1.5195773773,176.855214397,4.821736
Region.XI,Sep,2009,22.33,2.3213175886,176.8633592214,7.4366
Region.XI,Oct,2009,19.45,23.3157240522,176.8759210457,4.376652
Region.XI,Nov,2009,15.53,23.6140459913,176.8833140389,9.532201
Region.XI,Dec,2009,13.3,24.968924798,176.8994157298,24.071589
Region.XI,Jan,2010,12.06,23.9310130516,176.9400771977,5.912095
Region.XI,Feb,2010,13.47,25,176.9500638447,3.503464
Region.XI,Mar,2010,17.9,20.4070851461,176.9559818582,11.550482
Region.XI,Apr,2010,21.35,19.6799254195,176.9754928075,3.612947
Region.XI,May,2010,22.47,22.110006215,176.9815957585,4.926746
Region.XI,Jun,2010,23.11,10.2330640149,176.9899179646,4.762521
Region.XI,Jul,2010,23.1,10.9664387819,176.9979627636,4.470566
Region.XI,Aug,2010,22.89,0.3138595401,177.0055143953,10.236683
Region.XI,Sep,2010,21.57,18.7228091983,177.0228060896,14.652507
Region.XI,Oct,2010,19.35,24.7513983841,177.047556946,5.127465
Region.XI,Nov,2010,15.12,23.8564325668,177.0562182045,3.320992
Region.XI,Dec,2010,12.72,24.4903666874,177.0618279882,10.692863
Region.XI,Jan,2011,12.27,15.124300808,177.0798902568,3.877223
Region.XI,Feb,2011,14.25,22.0975761342,177.08643962,4.613177
Region.XI,Mar,2011,16.89,22.2591671846,177.0942321487,8.54425
Region.XI,Apr,2011,20.55,22.5015537601,177.1086650035,4.308025
Region.XI,May,2011,22.65,21.8303293971,177.1159420727,16.926949
Region.XI,Jun,2011,22.97,7.6973275326,177.144534892,14.324184
Region.XI,Jul,2011,22.65,1.8489745183,177.1687311487,8.292949
Region.XI,Aug,2011,22.76,6.609695463,177.1827395085,3.661821
Region.XI,Sep,2011,21.65,9.922311995,177.188925017,10.15976
Region.XI,Oct,2011,19.59,24.1174642635,177.2060867737,5.420932
Region.XI,Nov,2011,14.8,24.3971410814,177.2152437535,8.149348
Region.XI,Dec,2011,12.35,23.1914232443,177.229009544,21.414475
Region.XI,Jan,2012,12.44,22.358607831,177.2651826437,5.596859
Region.XI,Feb,2012,13.91,21.2647607209,177.2746367974,25.247661
Region.XI,Mar,2012,17.02,23.2784338098,177.3172848734,14.689548
Region.XI,Apr,2012,20.13,24.577377253,177.3420982991,16.808233
Region.XI,May,2012,22.35,22.3026724674,177.3704905845,6.091219
Region.XI,Jun,2012,23,22.5512740833,177.3807798058,21.010291
Region.XI,Jul,2012,23.27,2.9801118707,177.4162701622,7.256496
Region.XI,Aug,2012,22.65,0.7302672467,177.4285277568,6.232465
Region.XI,Sep,2012,21.73,15.4909881914,177.4390555693,39.230981
Region.XI,Oct,2012,19.51,17.0385332505,177.5053241183,9.904852
Region.XI,Nov,2012,17.12,24.9627097576,177.5220552872,24.082384
Region.XI,Dec,2012,13.64,21.0969546302,177.5627349899,22.228535
Region.XI,Jan,2013,12.64,24.1485394655,177.600283191,26.292546
Region.XI,Feb,2013,14.38,17.4300807955,177.6446962754,9.829314
Region.XI,Mar,2013,18.07,21.6935985084,177.6612998464,37.406965
Region.XI,Apr,2013,21.06,23.4773151025,177.7244872872,6.199762
Region.XI,May,2013,22.14,20.8483530143,177.7349598582,6.824948
Region.XI,Jun,2013,23.39,11.9359850839,177.7464884866,30.877244
Region.XI,Jul,2013,23.59,5.8017402113,177.7986459933,9.759849
Region.XI,Aug,2013,23.27,7.1193287756,177.8151322247,20.318546
Region.XI,Sep,2013,22.1,15.062150404,177.849454093,19.69336
Region.XI,Oct,2013,19.66,17.4922311995,177.8827199038,24.104395
Region.XI,Nov,2013,17.58,22.2840273462,177.9234367872,8.787337
Region.XI,Dec,2013,13.8,24.4095711622,177.9382802619,37.910587
Region.XI,Jan,2014,12.61,20.9167184587,178.0023184156,5.689311
Region.XI,Feb,2014,14.39,20.4816656308,178.0119287382,7.790769
Region.XI,Mar,2014,16.95,21.7619639528,178.025088821,18.17846
Region.XI,Apr,2014,20.78,22.8371659416,178.0557956791,7.466153
Region.XI,May,2014,23.5,22.5388440025,178.0684074241,15.068987
Region.XI,Jun,2014,23.85,17.1379738968,178.093861794,17.221699
Region.XI,Jul,2014,23.46,0.1584835301,178.1229525018,15.974493
Region.XI,Aug,2014,23.2,3.3530142946,178.1499364426,8.029959
Region.XI,Sep,2014,21.86,20.2454940957,178.1635005626,18.127205
Region.XI,Oct,2014,19.45,23.6575512741,178.1941208413,5.330526
Region.XI,Nov,2014,17.07,24.4965817278,178.2031251082,7.141538
Region.XI,Dec,2014,13.84,23.4089496582,178.215188517,7.978704
Region.XI,Jan,2015,13.34,21.7868241144,178.2286660575,6.624678
Region.XI,Feb,2015,14.54,20.8234928527,178.239856392,15.233396
Region.XI,Mar,2015,16.92,23.5456805469,178.2655884798,10.458248
Region.XI,Apr,2015,21.29,21.7308887508,178.2832544393,12.257335
Region.XI,May,2015,22.68,19.4437538844,178.303959397,7.801651
Region.XI,Jun,2015,23.99,10.8918582971,178.3171378616,14.409515
Region.XI,Jul,2015,23.88,4.0118085768,178.3414782585,4.90966
Region.XI,Aug,2015,23.38,4.0366687383,178.3497716031,4.707893
Region.XI,Sep,2015,21.84,15.6028589186,178.3577241251,4.052151
Region.XI,Oct,2015,19.98,17.0447482909,178.3645689747,6.2884
Region.XI,Nov,2015,17.97,25,178.375191272,11.685663
Region.XI,Dec,2015,14.73,24.9254195152,178.3949305676,7.162723
Region.XI,Jan,2016,13.27,19.2200124301,178.4070297619,9.683444
Region.XI,Feb,2016,14.87,22.8558110628,178.4233869308,9.20341
Region.XI,Mar,2016,17.7,23.3405842138,178.4389332315,13.391293
Region.XI,Apr,2016,21.76,22.6507147296,178.4615536589,2.996074
Region.XI,May,2016,23.45,24.7389683033,178.4666145947,8.590953
Region.XI,Jun,2016,23.83,22.265382225,178.4811263396,1.787713
Region.XI,Jul,2016,23.71,1.0658794282,178.4841461251,5.677643
Region.XI,Aug,2016,23.18,5.8514605345,178.4937367382,11.520816
Region.XI,Sep,2016,22.16,14.1361093847,178.5131975761,9.83242
Region.XI,Oct,2016,19.76,24.7762585457,178.5298063937,7.20051
Region.XI,Nov,2016,16.56,24.453076445,178.5419694173,12.8616
Region.XI,Dec,2016,14.15,23.9745183344,178.563695093,11.553921
Region.XII,Jan,2008,22.79,23.0484773151,142.2616064849,3.083831
Region.XII,Feb,2008,25.61,24.6208825357,142.2671629372,4.524305
Region.XII,Mar,2008,29.29,24.9937849596,142.2753148381,10.732544
Region.XII,Apr,2008,32.47,24.5276569298,142.2946527552,5.132956
Region.XII,May,2008,33.9,23.6078309509,142.3039013245,3.205561
Region.XII,Jun,2008,32.58,24.0988191423,142.3096771101,14.790216
Region.XII,Jul,2008,30.62,12.781230578,142.336326148,11.381771
